id,question 1,question 2,label
185,"Điều kiện nơi tạm giữ tang vật, phương tiện bị tạm giữ, tịch thu theo thủ tục hành chính","Bố trí nơi tạm giữ tang vật, phương tiện bị tạm giữ, tịch thu theo thủ tục hành chính",0
186,"Thủ tục tạm giữ tang vật, phương tiện vi phạm hành chính","Quy định của pháp luật về việc tiếp nhận tang vật, phương tiện bị tạm giữ, tịch thu theo thủ tục hành chính",0
187,Nghĩa vụ của người được bảo hiểm hàng hải,Nghĩa vụ của người được bảo hiểm hàng hải khi xảy ra tổn thất,1
188,Quy định về Đối tượng bảo hiểm hàng hải,Quy định về Bảo hiểm bao trong hàng hải,0
189,Quy định về Bảo hiểm bao trong hàng hải,Quy định về Bảo hiểm trùng trong hàng hải,0
190,Quy định về Hợp đồng bảo hiểm hàng hải,Quy định về Bảo hiểm trùng trong hàng hải,0
191,Doanh nghiệp thu phí dịch vụ xuất khẩu lao động không đúng quy định bị xử phạt bao nhiêu?,Công ty thu tiền dịch vụ của người lao động đi làm việc ở nước ngoài không đúng quy định bị xử lý như thế nào?,0
192,"Có di chúc của bố me, muốn chuyển tên sổ đỏ cần thủ tục gì?",Khi làm di chúc có cần phải có sổ đỏ không?,0
193,Thủ tục sang tên sổ đỏ theo di chúc ?,"Có di chúc của bố me, muốn chuyển tên sổ đỏ cần thủ tục gì?",1
194,Thanh niên của hộ nghèo là gì?,Hộ nghèo là gì?,0
195,Thế nào được coi là hộ nghèo?,Hộ nghèo là gì?,1
196,Hộ nghèo thuộc chính sách bảo trợ xã hội là gì?,Hộ nghèo là gì?,0
197,Thanh niên của hộ nghèo là gì?,Người thành niên là gì?,0
198,Bảo chi séc được quy định như thế nào?,Bảo chi séc quy định như thế nào?,1
199,Bảo chi séc được quy định như thế nào?,Bảo lãnh séc được quy định như thế nào?,0
200,Ký phát séc được quy định như thế nào?,Bảo lãnh séc được quy định như thế nào?,0
201,Cán bộ Hội có được hưởng phụ cấp công vụ?,Về chế độ phụ cấp công vụ đối với người công tác tại các Hội,0
202,Cán bộ Hội có được hưởng phụ cấp công vụ?,Đối tượng nào được hưởng phụ cấp công vụ?,0
203,Cán bộ Hội có được hưởng phụ cấp công vụ?,Viên chức có được hưởng phụ cấp công vụ không?,0
204,Cán bộ Hội có được hưởng phụ cấp công vụ?, Công chức tập sự có được hưởng phụ cấp công vụ?,0
205,Phụ cấp công vụ có được xem là phụ cấp lương?, Công chức tập sự có được hưởng phụ cấp công vụ?,0
206,Tài sản được chia như thế nào?,Chia tài sản chung như thế nào?,1
207,Chia tài sản chung như thế nào?,Chia tài sản thuộc hình thức sở hữu chung như thế nào?,1
208,Chia tài sản chung như thế nào?,Chia tài sản thừa kế như thế nào đây?,0
209,Tài sản được chia như thế nào?,Hỏi về vấn đề chia tài sản,1
210,Chia tài sản thừa kế như thế nào đây?,Phân chia tài sản thừa kế chung như thế nào là hợp lý?,0
211,Hỏi về đường điện đi qua không gian đất của gia đình,Xin cho hỏi về cột điện và dây điện đi qua phần đất,0
212,Hỏi về đường điện đi qua không gian đất của gia đình,Đường điện nằm trong đất của dân xử lí thế nào?,0
213,Hợp đồng kinh tế có được chứng thực không?,Tính hợp pháp của Hợp đồng kinh tế,0
214,Điều chỉnh lại thông tin trên giấy tờ gốc phải làm như thế nào?,Giấy khai sinh và một số giấy tờ cá nhân khác có sai sót thì chỉnh sửa như thế nào?,0
215,Cho vay với hình thức mua bán có hợp pháp không ?,Cho vay tiền bằng giấy viết tay có hợp pháp hay không?,0
216,Cho mượn tiền có cần công chứng không,Cho vay có thế chấp sổ đổ giữa cá nhân với cá nhân được công chứng không?,0
217,Người mua xe gây tai nạn thì người bán có chịu trách nhiệm?,Có phải liên đới bồi thường xe đã bán gây tai nạn?,0
218,Người mua xe gây tai nạn thì người bán có chịu trách nhiệm?,"Bán xe nhưng không sang tên, gây tai nạn người bán có liên quan?",0
219,Giao xe cho người khác gây tai nạn có phải chịu trách nhiệm không?,Ủy quyền cho người khác sử dụng ô tô gây tai nạn thì ai chịu?,1
220,Giao xe cho người khác gây tai nạn có phải chịu trách nhiệm không?,Lái xe gây tai nạn chết người thì chủ xe chịu trách nhiệm gì?,0
221,Khám sức khỏe có được hưởng BHYT?,Khám sức khỏe có được chi trả BHYT không?,1
222,"Người tham gia BHYT đi khám bệnh, chữa bệnh được quỹ BHYT chi trả các chi phí nào?",Mua thiết bị y tế có được BHYT chi trả?,0
223,Việc xét khen thưởng cống hiến thực hiện như thế nào?, Khen thưởng quá trình cống hiến được quy định như thế nào?,1
224,"Các loại hình khen thưởng cho tập thể, cá nhân được quy định như thế nào?","Các loại hình khen thưởng cho tập thể, cá nhân được quy định như thế nào?",0
225,Việc xét khen thưởng cống hiến thực hiện như thế nào?,"Tính thời gian khen thành tích cống hiến như thế nào, mức khen ra sao?",0
226,Mức tiền thưởng các loại Bằng khen của tập thể được quy định như thế nào?,Mức tiền thưởng các loại Giấy khen của tập thể được quy định như thế nào?,0
227,"Trong gia đình, người vợ bị xúc phạm, phải giải quyết thế nào?",Chồng xúc phạm vợ có kiện được không?,0
228,Chồng có hành vi bạo lực gia đình phải làm thế nào?,Phải làm gì khi chồng bạo lực gia đình,1
229,Giành quyền nuôi con khi chồng có hành vi bạo lực?,"Có hành vi bạo lực, người chồng có thể mất quyền nuôi con?",1
230,Hướng dẫn thanh toán hợp đồng,Hướng dẫn thanh toán hợp đồng thi công xây dựng,0
231,Hướng dẫn thanh toán hợp đồng,Hướng dẫn thanh toán khối lượng ngoài hợp đồng,0
232,Cơ sở thanh toán hợp đồng xây dựng,Hướng dẫn thanh toán hợp đồng thi công xây dựng,0
233,Nghĩa vụ và trách nhiệm của Giám đốc khi ký kết hợp đồng,Trách nhiệm của Giám đốc khi giao việc bằng emai hoặc văn bản,0
234,Việc uỷ quyền giao kết hợp đồng lao động được quy định như thế nào?,Ủy quyền giao kết hợp đồng lao động,0
235,Lập di chúc sớm có được không?,Lập lại di chúc có được không?,0
236,Lập di chúc sớm có được không?,Có được lập di chúc hay không?,0
237,Lập di chúc sớm có được không?,Lập di chúc như thế nào,0
238,Có được lập di chúc hay không?,Có thể hủy di chúc đã lập hay không?,0
239,Vay lãi không có khả năng trả nợ bị phạt thế nào?,Phải trả lãi như thế nào khi không trả nợ đúng hạn?,0
240,Vỡ nợ không còn khả năng chi trả se bị toà án xử như thế nào?,Vỡ nợ không có khả năng trả nợ sẽ bị xử lý như thế nào?,1
241,Vay lãi không có khả năng trả nợ bị phạt thế nào?, Vay tiền không có khả năng trả sẽ bị xử lý như thế nào?,1
242,Vay tiền quá hạn không chịu trả thì chịu hình phạt như thế nào?,Không trả nợ đúng hạn có phải trả thêm tiền lãi không?,0
243,Có nên mua xe máy cũ hay không?,Thủ tục mua xe máy cũ thế nào?,0
244,"Mua bán xe máy cũ, cần làm thủ tục gì?",Thủ tục mua xe máy cũ thế nào?,1
245,"Mua bán xe máy cũ, cần làm thủ tục gì?",Mua xe máy cũa thì có phải làm thủ tục gì?,0
246,Mua lại xe máy cũ khác tỉnh có bắt buộc cấp đổi biển số không?,Mua xe máy cũ không chính chủ có vi phạm pháp luật không?,0
247,Điều kiện bảo lưu phụ cấp ưu đãi nhà giáo,Quy định về chế độ bảo lưu chế độ phụ cấp ưu đãi đối với nhà giáo,1
248,"Chế độ phụ cấp, trợ cấp, ưu đãi đối với các đối tượng nhà giáo",Quy định về chế độ bảo lưu chế độ phụ cấp ưu đãi đối với nhà giáo,0
249,Quy định về mức phụ cấp ưu đãi đối với nhà giáo,Quy định về chế độ bảo lưu chế độ phụ cấp ưu đãi đối với nhà giáo,0
250,Thời gian nhà giáo được hưởng bảo lưu phụ cấp ưu đãi,Quy định về chế độ bảo lưu chế độ phụ cấp ưu đãi đối với nhà giáo,0
251,Cách lấy lại tài sản khi bị người khác chiếm đoạt?,Muốn lấy lại số tài sản bị chiếm đoạt thì phải làm như thế nào?,1
252,Cách lấy lại tài sản khi bị người khác chiếm đoạt?,Làm sao để lấy lại tài sản bị trộm cắp?,0
253,Cách lấy lại tài sản khi bị người khác chiếm đoạt?,Thủ tục đòi người khác trả lại tài sản chiếm giữ,1
254,Cách lấy lại tài sản khi bị người khác chiếm đoạt?, Làm sao để lấy lại tài sản,0
255,Bị trộm cắp tài sản có lấy lại được không?,Làm sao để lấy lại tài sản bị trộm cắp?,0
256,Quyền lợi của HSSV khi khám chữa bệnh BHYT,Quyền lợi của học sinh tham gia BHYT,1
257,Quyền lợi của HSSV khi khám chữa bệnh BHYT,Trách nhiệm và quyền lợi khi tham gia BHYT HSSV,0
258,Quyền lợi của HSSV khi khám chữa bệnh BHYT,Quyền lợi của HSSV khi tham gia bảo hiểm y tế,1
259,"Mức hưởng BHYT của học sinh, sinh viên được quy định như thế nào?",Mức hưởng BHYT với đối tượng sinh viên,1
260,Quyền lợi của người tham gia BHYT,Quyền lợi người tham gia BHYT,1
261,Xin hỏi về tội lừa đảo chiếm đoạt tài sản,Hỏi về tội danh lừa đảo chiếm đoạt tài sản,1
262,Xin hỏi về tội lừa đảo chiếm đoạt tài sản,Xin hỏi về việc lừa đảo chiếm đoạt tài sản.,1
263,Xin hỏi về tội lừa đảo chiếm đoạt tài sản,Hỏi về đồng phạm trong tội lừa đảo chiếm đoạt tài sản,0
264,Xin hỏi về tội lừa đảo chiếm đoạt tài sản,Mức án đối với tội lừa đảo chiếm đoạt tài sản?,0
265,Xin hỏi về tội lừa đảo chiếm đoạt tài sản,Xin hỏi luật sư về lừa đảo chiếm đoạt tài sản ,1
266,Khoan giếng sang nhà hàng xóm thì xử lý thế nào?,Giải quyết tranh chấp lối đi với hàng xóm như thế nào?,0
267,Khoan giếng sang nhà hàng xóm thì xử lý thế nào?,Khoan giếng ngoài diện tích đất thổ cư có được không?,0
268,Khoan giếng sang nhà hàng xóm thì xử lý thế nào?,Có được sử dụng phần đất của hàng xóm để đặt dàn giáo?,0
269,Hỏi về việc lấn đất,Hỏi vê trích lục đất,0
270,Hỏi về việc lấn đất,Xin hỏi về tranh chấp đất đai,0
271,Hỏi về quyền sử đụng đất,Hỏi về việc quyền sử dụng đất,1
272,Hỏi về việc lấn đất,Hỏi về quyền sử đụng đất,0
273,Con nuôi có được hưởng thừa kế của cha mẹ nuôi không?,Con nuôi có được hưởng thừa kế của cha mẹ nuôi hay không?,1
274,Con nuôi có được hưởng thừa kế của cha mẹ nuôi không?,Con nuôi có được nhận thừa kế từ cha mẹ nuôi?,1
275,Con nuôi có được hưởng thừa kế của cha mẹ nuôi không?,Con nuôi có được thừa kế tài sản của cha mẹ nuôi không?,1
276,Con nuôi có được hưởng thừa kế của cha mẹ nuôi không?,Con nuôi có được hưởng thừa kế bằng con ruột không?,0
277,Con nuôi có được hưởng thừa kế của cha mẹ nuôi không?,Con nuôi có được nhận thừa kế không?,1
278,Con nuôi có được hưởng thừa kế của cha mẹ nuôi không?,Con nuôi có quyền thừa kế không?,1
279,Mua đất chỉ có hồ sơ công chứng của phường có được công nhận không?,"Mua đất bằng giấy tay năm 2000, nhưng không có xác nhận của địa phương có được công nhận không?",0
280,Trường hợp nào thì người đang hưởng trợ cấp thất nghiệp bị chấm dứt hưởng trợ cấp thất nghiệp ?,Người lao động đang hưởng trợ cấp thất nghiệp bị chấm dứt hưởng trợ cấp thất nghiệp trong trường hợp nào?,1
281,Trường hợp nào thì người đang hưởng trợ cấp thất nghiệp bị chấm dứt hưởng trợ cấp thất nghiệp ?,trường hợp nào bị chấm dứt hưởng trợ cấp thất nghiệp ?,1
282,Trường hợp nào thì người đang hưởng trợ cấp thất nghiệp bị chấm dứt hưởng trợ cấp thất nghiệp ?,Người lao động bị chấm dứt hưởng trợ cấp thất nghiệp khi nào?,1
283,Trường hợp nào thì người đang hưởng trợ cấp thất nghiệp bị chấm dứt hưởng trợ cấp thất nghiệp ?,Các trường hợp bị chấm dứt hưởng trợ cấp thất nghiệp,1
284,Trường hợp nào thì người đang hưởng trợ cấp thất nghiệp bị chấm dứt hưởng trợ cấp thất nghiệp ?,Các trường hợp chấm dứt hưởng trợ cấp thất nghiệp,1
285,Trường hợp nào thì người đang hưởng trợ cấp thất nghiệp bị chấm dứt hưởng trợ cấp thất nghiệp ?,Thủ tục chấm dứt hưởng trợ cấp thất nghiệp cho người lao động,0
286,Trường hợp nào thì người đang hưởng trợ cấp thất nghiệp bị chấm dứt hưởng trợ cấp thất nghiệp ?,Chấm dứt hưởng trợ cấp thất nghiệp khi nào?,1
287,Trường hợp nào thì người đang hưởng trợ cấp thất nghiệp bị chấm dứt hưởng trợ cấp thất nghiệp ?,13 trường hợp chấm dứt hưởng trợ cấp thất nghiệp,1
288,Trường hợp nào thì người đang hưởng trợ cấp thất nghiệp bị chấm dứt hưởng trợ cấp thất nghiệp ?,Trường hợp nào bị dừng trợ cấp thất nghiệp?,1
289,Trợ cấp thôi việc tính thế nào?,Chi trả trợ cấp thôi việc như thế nào?,0
290,Trợ cấp thôi việc tính thế nào?,Cách tính trợ cấp thôi việc như thế nào?,1
291,Trợ cấp thôi việc tính thế nào?, Trợ cấp thôi việc do ai chi trả?,0
292,Trợ cấp thôi việc tính thế nào?,Tiền trợ cấp thôi việc cách tính như thế nào,1
293,Xin cho em hỏi về thủ tục li hôn,Hỏi về thủ tục ly hôn,1
294,Xin cho em hỏi về thủ tục li hôn,Xin tư vấn về vấn đề ly hôn,0
295,Hỏi về việc ra quyết định ly hôn,Hỏi về thủ tục ly hôn,0
296,Hỏi về việc ra quyết định ly hôn,Hỏi về thủ tục đơn phương ly hôn,0
297,Hỏi về việc không xuất hóa đơn xuất khẩu ngay khi xuất bán hàng hóa,Xuất hàng hóa ra nước ngoài có phải lập hóa đơn xuất bán không?,0
298,Nghỉ hưu trước tuổi được không?,Có được xin nghỉ hưu trước tuổi?,1
299,Nghỉ hưu trước tuổi được không?,Có được nghỉ hưu trước tuổi 60 không?,1
300,Nghỉ hưu trước tuổi được không?,Xin về hưu sớm để hưởng lương hưu được không?,0
301,Nghỉ hưu trước tuổi được không?, Nghỉ hưu trước tuổi phải đáp ứng các điều kiện nào?,0
302,Nghỉ hưu trước tuổi được không?,Hỏi về chế độ về hưu trước tuổi,0
303,Nghỉ hưu trước tuổi được không?,Có được hưởng chế độ hưu trí khi về hưu trước tuổi?,0
304,Nghỉ hưu trước tuổi được không?,Hỏi về nghỉ hưu trước tuổi đối với nữ,0
305,Việc quy hoạch bến xe khách được quy định như thế nào?,Việc phân loại bến xe khách được quy định như thế nào?,0
306,Cá nhân nước ngoài có quyền bảo lãnh cho người Việt Nam vay tiền?,Cá nhân nước ngoài có quyền bảo lãnh cho người Việt Nam vay tiền?,0
307,Tài khoản cho vay ra nước ngoài là gì?,Tài khoản thực hiện bảo lãnh cho vay ra nước ngoài là gì?,0
308,Nghĩa vụ bảo lãnh khoản vay nước ngoài được thực hiện như thế nào?,Tài khoản thực hiện bảo lãnh cho vay ra nước ngoài là gì?,0
309,Sổ đỏ chung có xin được giấy phép xây dựng?, Xây nhà có phải xin giấy phép xây dựng hay không?,0
310,Sổ đỏ chung có xin được giấy phép xây dựng?,Chưa có sổ đỏ có xin cấp giấy phép xây dựng được không?,0
311,Vay tiền không trả?, Vay tiền mà không trả,1
312,Mượn tiền không trả thì xử lý như thế nào?,Mượn tiền không có khả năng trả thì sao?,0
313,Vay tiền không trả?,Vay tiền không trả có bị xử lý?,1
314,Hợp đồng mua bán đất đai không công chứng có bị vô hiệu không?,Hợp đồng mua bán quyền sử dụng đất không được công chứng có vô hiệu?,1
315,Hợp đồng mua bán đất đai không công chứng có bị vô hiệu không?,Hợp đồng mua bán đất không công chứng có giá trị pháp lý không?,0
316,Hợp đồng mua bán đất đai không công chứng có bị vô hiệu không?,Hợp đồng mua bán nhà không công chứng sẽ vô hiệu?,0
317,Hỏi về thời gian định giá tan vật của vụ an ăn cắp tài sản,Thời gian điều tra vụ án lừa đảo chiếm đoạt tài sản là bao nhiêu lâu?,0
318,Hỏi về thời gian định giá tan vật của vụ an ăn cắp tài sản,Thời hạn định giá tài sản trong tố tụng hình sự là bao lâu?,0
319,Hỏi về thời gian định giá tan vật của vụ an ăn cắp tài sản,"Thời hạn xử lý tang vật, phương tiện vi phạm hành chính bị tịch thu là bao lâu?",0
320,Giám đốc chiếm đoạt tiền công ty xử lý thế nào?,"Giám đốc, kế toán trưởng chiếm đoạt tài sản công ty",0
321, Thủ tục và cách xử lý nhân viên chiếm đoạt công ty,"Giám đốc, kế toán trưởng chiếm đoạt tài sản công ty",0
322,Quan hệ tình dục trước 18 tuổi,Quan hệ tình dục với trẻ e tuổi từ 16-18,1
323,Quan hệ tình dục trước 18 tuổi,Quan hệ tình dục với người 18 tuổi dẫn đến có thai,0
324,Quan hệ tình dục trước 18 tuổi,"Quan hệ tình dục với người chưa đủ 18 tuổi, có phạm tội?",1
325,Quan hệ tình dục trước 18 tuổi,Quan hệ tình dục với người trên 16 tuổi có vi phạm pháp luật?,0
326,Quan hệ tình dục trước 18 tuổi,"Quan hệ tình dục dưới 18 tuổi, xử lý ra sao?",1
327,Góp vốn vào công ty bằng xe ôtô có nộp thuế không?,Góp vốn thành lập doanh nghiệp bằng ô tô được không?,0
328,Góp vốn vào công ty bằng xe ôtô có nộp thuế không?,Góp vốn vào công ty bằng tài sản là xe ô tô thì có phải làm thủ tục sang tên không?,0
329,Góp vốn vào công ty bằng xe ôtô có nộp thuế không?,Góp vốn vào công ty có phải nộp lệ phí trước bạ?,0
330,Thủ tục thẩm định thiết kế cơ sở,"Trình tự thẩm định dự án, thẩm định thiết kế cơ sở đầu tư xây dựng",0
331,Thủ tục thẩm định thiết kế cơ sở,Nội dung thẩm định thiết kế cơ sở trong thẩm định dự án đầu tư xây dựng được quy định như thế nào?,0
332,Thủ tục thẩm định thiết kế cơ sở,Thủ tục thẩm định thay đổi thiết kế cơ sở,0
333,Hướng dẫn tính đơn giá dự thầu,Hướng dẫn áp dụng định mức chi phí thiết kế,0
334,Chi phí chuyển viện,Viện phí,1
335,Chi phí chuyển viện,Hỏi về chuyển viện,0
336,Chi phí chuyển viện,Chi phí tài trợ,0
337,Mất CMND thì nhận được tiền BHTN không,Mất sổ BHXH có được hưởng trợ cấp thất nghiệp?,0
338,Mất tờ rời BHXH thì phải làm gì?,Mất sổ BHXH có được hưởng trợ cấp thất nghiệp?,0
339,Chế độ ốm đau dài ngày trùng với chế độ thai sản?,Nghỉ ốm đau dài ngày sau đó sinh con có được hưởng chế độ thai sản?,0
340,Nghỉ thai sản có được hưởng chế độ ốm đau hay không?, Có được hưởng chế độ ốm đau khi bị ốm trong thời gian nghỉ phép,1
341,Nghỉ thai sản có được hưởng chế độ ốm đau hay không?,"Nghỉ hưởng chế độ ốm đau dài ngày có phải đóng BHXH, BHYT không?",0
342,Bị ốm trong thời gian nghỉ phép có được hưởng chế độ ốm đau không?,"Nghỉ hưởng chế độ ốm đau dài ngày có phải đóng BHXH, BHYT không?",0
343,Xin hỏi về trợ cấp BHXH 1 lần cho giáo viên,Phụ cấp ưu đãi giáo viên có được tính vào lương để đóng BHXH không?,0
344,"Đối tượng và điều kiện miễn, giảm tiền thuê nhà ở","Đối tượng được miễn, giảm tiền thuê nhà ở cũ thuộc sở hữu nhà nước",0
345,"Các trường hợp được miễn, giảm tiền sử dụng đất, tiền thuê đất",Trường hợp nào được miễn giảm tiền thuê và sử dụng đất?,1
346,"Các trường hợp được miễn, giảm tiền sử dụng đất, tiền thuê đất","Việc miễn, giảm tiền sử dụng đất, tiền thuê đất trong những trường hợp nào?",1
347,Trường hợp nào được miễn giảm tiền thuê và sử dụng đất?,"Việc miễn, giảm tiền sử dụng đất, tiền thuê đất trong những trường hợp nào?",1
348,"Trường hợp nào được miễn giảm tiền thuê, sử dụng đất?",Trường hợp nào được miễn giảm tiền thuê và sử dụng đất?,1
349,Thủ tục đơn phương ly hôn khi một bên không đồng ý?,Làm sao để được ly hôn khi một bên không đồng ý?,0
350,Thủ tục đơn phương ly hôn khi một bên không đồng ý?,Thủ tục đơn phương ly hôn?,1
351,Hỏi về thủ tục đơn phương ly hôn,Thủ tục đơn phương ly hôn?,1
352,Thủ tục đơn phương ly hôn khi một bên không đồng ý?,Hỏi về thủ tục đơn phương ly hôn,1
353,Hỏi về thủ tục ly hôn đơn phương,Hỏi về thủ tục đơn phương ly hôn,1
354,Hỏi về việc ly hôn đơn phương,Hỏi về thủ tục ly hôn đơn phương,1
355,Mẫu đơn xin đơn phương ly hôn?,Hỏi về thủ tục ly hôn đơn phương,0
356,Chính sách với quân nhân tham gia kháng chiến,"Chế độ đối với quân nhân, công nhân viên quốc phòng tham gia kháng chiến",0
357,"Chế độ đối với quân nhân, công nhân viên quốc phòng tham gia kháng chiến",Chế độ trợ cấp với quân nhân tham gia kháng chiến,0
358,Chính sách với quân nhân tham gia kháng chiến,Chế độ đối với người tham gia kháng chiến,0
359,Chế độ với người tham gia kháng chiến,Chế độ đối với người tham gia kháng chiến,1
360,Chế độ với người tham gia kháng chiến,Chế độ đối với quân nhân tham gia kháng chiến chống Mỹ,0
361,Doanh nghiệp kinh doanh vật liệu xây dựng khi nào chịu sự quản lý của Sở xây dựng?,Trách nhiệm của cơ quan có thẩm quyền cấp giấy phép xây dựng được quy định như thế nào?,0
362,Xây nhà không phép bị phạt bao nhiêu tiền?,Xây nhà sai phép bị phạt bao nhiêu tiền?,1
363,Phạt về xây dựng không phép,Xây nhà sai phép bị phạt bao nhiêu tiền?,1
364,Mức phạt xây dựng nhà sai phép,Xây nhà sai phép bị phạt bao nhiêu tiền?,1
365,"Xây dựng không phép, phạt bao nhiêu?",Xây nhà sai phép bị phạt bao nhiêu tiền?,1
366,Xử phạt xây dựng nhà ở không đúng với giấy phép,Xây nhà sai phép bị phạt bao nhiêu tiền?,0
367,Truy thu thẻ bhyt như thế nào,Thu tiền thẻ bhyt,0
368,Chứng chỉ hành nghề được cấp ở nước ngoài có giá trị sử dụng để đăng ký kinh doanh tại Việt Nam hay không?,Điều kiện để cấp chứng chỉ hành nghề tại Việt Nam đối với người nước ngoài,0
369,Chứng chỉ hành nghề được cấp ở nước ngoài có giá trị sử dụng để đăng ký kinh doanh tại Việt Nam hay không?,Điều kiện để có thể được cấp Giấy phép thành lập Văn phòng đại diện cho thương nhân nước ngoài là gì?,0
370,Điều kiện cấp chứng chỉ hành nghề cho người nước ngoài,Điều kiện để cấp chứng chỉ hành nghề tại Việt Nam đối với người nước ngoài,1
371,Điều kiện cấp chứng chỉ hành nghề cho người nước ngoài,Người nước ngoài xin giấy phép hoạt động tại Việt Nam cần giấy tờ gì?,0
372,Người nước ngoài có được cấp chứng chỉ hành nghề Luật sư không?,Người nước ngoài xin giấy phép hoạt động tại Việt Nam cần giấy tờ gì?,0
373,Chia thừa kế nhà khi di chúc bị thất lạc?, Chia thừa kế khi di chúc bị mất được tìm thấy?,0
374,Hỏi về việc tranh chấp tài sản thừa kế ?,Hỏi về việc tranh chấp tài sản thừa kế?,1
375,"Chứng nhận của UBND cấp có thẩm quyền, mức độ như thế nào là hợp pháp",hẩm quyền chứng thực của UBND cấp xã,0
376,Quyền lợi người lao động,Quyền lợi của người lao động,1
377,Quyền lợi người lao động,Quyền lợi của người lao động trong thời gian đình công,0
378,Quyền lợi người lao động,Xin giải đáp quyền lợi của người lao động,1
379,Quyền lợi người lao động,Tư vấn đòi quyền lợi cho người lao động,0
380,Quyền lợi người lao động,Trả lương cho người lao động,0
381,Hồ sơ hưởng chế độ ốm đau theo quy định hiện hành,"Hồ sơ hưởng chế độ ốm đau khi điều trị ngoại trú bao gồm những giấy tờ, tài liệu nào?",0
382,Hỏi về việc yêu cầu thực hiện hợp đồng mua bán,Chủ thể của hợp đồng mua bán hàng hóa?,0
383,Hỏi về việc yêu cầu thực hiện hợp đồng mua bán,Xin hỏi về hợp đồng cầm đồ,0
384,Thắc mắc về thủ tục mua bán căn hộ chung cư.,Hỏi về thủ tục mua bán căn hộ chung cư,1
385,Thắc mắc về thủ tục mua bán căn hộ chung cư.,Thủ tục mua bán căn hộ chung cư,1
386,Thắc mắc về thủ tục mua bán căn hộ chung cư.,Xin hỏi về thủ tục mua nhà chung cư,1
387,Mua chung cư cần giấy tờ gì?,Xin hỏi về thủ tục mua nhà chung cư,0
388,Thắc mắc về thủ tục mua bán căn hộ chung cư.,Thủ tục giấy ủy quyền căn hộ chung cư,0
389,Thắc mắc về thủ tục mua bán căn hộ chung cư.,Xin tư vấn về thủ tục bán nhà,0
390,hế độ thai sản khi nghỉ việc.,Chế độ thai sản khi nghỉ việc,1
391,Thời gian nghỉ thai sản,Thời gian hưởng chế độ thai sản,0
392,Quá trình kiểm tra và quản lý chất lượng của các lọai vật liệu,"Trình tự, thủ tục và nội dung kiểm tra chất lượng hàng hóa nhóm 2 trong quá trình sử dụng",0
393,"Trình tự, thủ tục kiểm tra kỹ thuật an toàn hóa chất","Trình tự, thủ tục và nội dung kiểm tra chất lượng hàng hóa nhóm 2 trong quá trình sử dụng",0
394,Hỏi về việc vay tiền có thế chấp sổ nhà?,Hình thức của giấy vay nợ có thế chấp ''sổ đỏ''?,0
395,Thời gian cấp sổ đỏ căn hộ chung cư,Thủ tục làm sổ đỏ cho nhà chung cư gồm những gì?,0
396,Thủ tục sang tên sổ hồng nhà chung cư,Thủ tục làm sổ đỏ cho nhà chung cư gồm những gì?,0
397,Thủ tục cấp hộ chiếu đối với công dân Việt Nam,Thủ tục xin cấp hộ chiếu Việt Nam đối với người nước ngoài,0
398,Thủ tục cấp hộ chiếu đối với công dân Việt Nam,Thủ tục xin cấp thị thực về Việt Nam,0
399,Thủ tục cấp hộ chiếu đối với công dân Việt Nam,Thủ tục cấp hộ chiếu cho trẻ em,0
400,Thủ tục cấp hộ chiếu đối với công dân Việt Nam,Thủ tục cấp lại hộ chiếu Việt Nam,0
401,Các hành vi bị cấm trong hoạt động điện lực và sử dụng điện,11 hành vi bị cấm trong hoạt động điện lực và sử dụng điện,1
402,Các hành vi bị cấm trong hoạt động điện lực và sử dụng điện,Các hành vi vi phạm về thiết bị điện và công trình điện lực,0
403,Các hành vi bị cấm trong hoạt động điện lực và sử dụng điện,Các hành vi bị coi là vi phạm hợp đồng mua bán điện,0
404,Các hành vi bị cấm trong hoạt động điện lực và sử dụng điện," Các hành vi bị nghiêm cấm trong phòng cháy, chữa cháy theo quy định hiện hành",0
405,Việc lập Quy hoạch phát triển điện hạt nhân được quy định như thế nào?,"Việc quy hoạch phát triển, ứng dụng năng lượng nguyên tử được thực hiện như thế nào?",0
406,Việc lập Quy hoạch phát triển điện hạt nhân được quy định như thế nào?,Quy hoạch phát triển điện lực quốc gia gồm những nội dung gì?,0
407,Quy hoạch phát triển điện hạt nhân,"Việc quy hoạch phát triển, ứng dụng năng lượng nguyên tử được thực hiện như thế nào?",1
408,"Đối tượng, phạm vi khai thác và sử dụng Cơ sở dữ liệu quốc gia về khoa học và công nghệ bao gồm những ai?",Các hình thức khai thác và sử dụng Cơ sở dữ liệu quốc gia về khoa học và công nghệ bao gồm những gì?,0
409,Cơ sở dữ liệu quốc gia về khoa học và công nghệ bao gồm những gì?,Cơ sở dữ liệu quốc gia về khoa học và công nghệ là gì?,0
410,Cơ sở dữ liệu quốc gia về khoa học và công nghệ bao gồm những gì?,Cơ sở dữ liệu quốc gia về khoa học và công nghệ bao gồm các cơ sở dữ liệu thành phần nào?,1
411,Cơ sở dữ liệu quốc gia về khoa học và công nghệ bao gồm những gì?,Cơ sở dữ liệu thành phần trong cơ sở dữ liệu quốc gia về khoa học công nghệ là gì?,0
412,Dùng tay sử dụng điện thoại di động khi đang điều khiển xe máy,Dùng tay sử dụng điện thoại di động khi đang điều khiển xe ô tô.,0
